timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2025-04-01T0400,2566A,102.1879,31.914,阿坝藏族羌族自治州,州农科所,,27,27,49,6,17,36,,,,4,14,12,13,0.4,0.4
2025-04-01T0400,2568A,102.2502,31.8896,阿坝藏族羌族自治州,马师校,,33,,35,23,21,23,,,,8,14,5,5,0.4,0.5
2025-04-01T0400,3994A,102.2165,31.9024,阿坝藏族羌族自治州,马尔康中学西区,,21,21,29,10,13,30,,,,8,11,6,6,0.4,0.4
2025-04-01T0400,2695A,80.292,41.1694,阿克苏地区,电视台,颗粒物(PM10),500,659,744,184,193,12,,,,48,19,3,5,0.9,0.6
2025-04-01T0400,2696A,80.2613,41.1551,阿克苏地区,艺术中心,颗粒物(PM10),500,762,811,192,207,13,,,,44,21,3,4,1.0,0.6
2025-04-01T0400,2204A,105.6467,38.8363,阿拉善盟,西城区西花园,颗粒物(PM10),60,70,39,21,13,105,,,,6,10,11,9,0.5,0.6
2025-04-01T0400,2205A,105.6985,38.8411,阿拉善盟,蒙二幼,,45,45,35,24,12,94,,,,6,9,5,5,0.7,0.7
2025-04-01T0400,2206A,105.724,38.8516,阿拉善盟,环保局新楼,颗粒物(PM10),54,58,28,23,10,104,,,,2,4,8,8,0.8,0.8
2025-04-01T0400,2708A,88.1264,47.8517,阿勒泰地区,市站,,26,,15,6,5,82,,,,2,7,2,3,0.5,0.5
2025-04-01T0400,2630A,80.1161,32.5,阿里地区,阿里监测站,,30,18,13,9,7,95,,,,4,2,11,6,0.5,0.4
2025-04-01T0400,3192A,80.0903,32.5028,阿里地区,阿里藏医院,,32,16,17,7,6,100,,,,1,1,6,6,0.5,0.5
2025-04-01T0400,2642A,109.0318,32.6537,安康市,香溪洞,,31,31,43,20,22,54,,,,7,9,7,8,0.3,0.7
2025-04-01T0400,2644A,109.0072,32.6975,安康市,汉滨区检察院,,44,44,53,18,20,38,,,,10,15,8,8,0.3,0.4
2025-04-01T0400,4054A,109.0325,32.6913,安康市,市邮政管理局,,50,50,58,25,24,32,,,,15,17,19,10,0.4,0.5
2025-04-01T0400,2291A,117.0809,30.5177,安庆市,环科院,,42,42,59,23,31,50,,,,34,24,7,8,0.5,0.5
2025-04-01T0400,2292A,117.0331,30.5119,安庆市,马山宾馆,,49,49,60,25,31,16,,,,66,27,6,6,0.3,0.4
2025-04-01T0400,2294A,116.9896,30.6145,安庆市,安庆大学,颗粒物(PM10),57,64,66,26,35,54,,,,26,29,4,5,0.4,0.5
2025-04-01T0400,3173A,117.0598,30.5351,安庆市,市人大,,50,50,62,30,33,31,,,,40,24,9,8,0.8,0.7
2025-04-01T0400,3122A,105.9606,26.2611,安顺市,伍家关,,17,13,25,10,18,53,,,,5,6,7,10,0.5,0.4
2025-04-01T0400,3123A,105.9408,26.2431,安顺市,凤凰山,,18,18,29,11,20,55,,,,6,7,8,11,0.4,0.4
2025-04-01T0400,3124A,105.9439,26.2564,安顺市,金钟山,,20,20,26,11,20,53,,,,7,8,9,10,0.5,0.5
2025-04-01T0400,3125A,105.8983,26.2481,安顺市,娄家坡,,18,16,25,12,21,56,,,,7,9,8,12,0.5,0.5
2025-04-01T0400,1818A,114.4839,36.0621,安阳市,棉研所,,,,,,,,,,,,,,,,
2025-04-01T0400,1819A,114.3551,36.1017,安阳市,红庙街,颗粒物(PM10),64,78,85,44,42,36,,,,35,19,6,7,0.3,0.3
2025-04-01T0400,1820A,114.361,36.0681,安阳市,银杏小区,颗粒物(PM10),74,98,88,46,46,46,,,,25,20,4,5,0.5,0.4
2025-04-01T0400,3141A,114.3922,36.0878,安阳市,信访局,颗粒物(PM10),71,91,91,51,63,55,,,,24,21,5,6,0.6,0.6
2025-04-01T0400,3669A,114.4705,36.0637,安阳市,左辅环卫站,颗粒物(PM10),68,85,105,45,44,54,,,,16,15,7,5,0.5,0.5
2025-04-01T0400,3703A,114.2917,36.0949,安阳市,安钢职工学校,颗粒物(PM10),80,109,109,54,54,51,,,,20,22,3,5,0.5,0.5
2025-04-01T0400,1748A,123.044,41.1196,鞍山市,深沟寺,颗粒物(PM10),67,84,99,44,51,121,,,,6,14,12,15,0.7,0.9
2025-04-01T0400,1749A,123.011,41.0931,鞍山市,太阳城,颗粒物(PM10),66,81,98,44,52,118,,,,12,19,7,12,0.6,0.9
2025-04-01T0400,1750A,123.0485,41.1442,鞍山市,太平,颗粒物(PM10),67,84,107,40,53,118,,,,10,17,10,14,0.5,0.9
2025-04-01T0400,1751A,122.9642,41.0971,鞍山市,铁西三道街,颗粒物(PM10),71,91,104,44,54,114,,,,21,25,10,11,1.0,0.9
2025-04-01T0400,1753A,123.022,41.0821,鞍山市,明达新区,颗粒物(PM10),63,76,105,44,61,120,,,,9,15,8,12,0.5,0.7
2025-04-01T0400,1754A,123.1289,41.0228,鞍山市,千山,,,,48,,20,,,112,,,14,,8,,0.8
2025-04-01T0400,4201A,122.9446,41.0826,鞍山市,兴盛南路290号,颗粒物(PM10),75,100,117,46,55,102,,,,31,30,19,17,1.1,0.9
2025-04-01T0400,2195A,107.4212,40.761,巴彦淖尔市,附二中,颗粒物(PM10),66,81,50,31,17,83,,,,5,7,7,6,0.4,0.4
2025-04-01T0400,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,颗粒物(PM10),66,81,53,21,19,68,,,,6,9,4,4,0.2,0.2
2025-04-01T0400,1956A,86.1472,41.7538,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),500,622,675,155,155,3,,,,66,32,6,6,0.6,0.4
2025-04-01T0400,1957A,86.1972,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),500,800,825,152,161,49,,,,13,25,2,2,0.3,0.3
2025-04-01T0400,1958A,86.2357,41.7173,巴音郭楞蒙古自治州,经济开发区,颗粒物(PM10),500,694,720,128,144,47,,,,12,15,4,4,0.1,0.2
2025-04-01T0400,2914A,106.7677,31.8794,巴中市,苏山坪,,36,33,29,25,19,46,,,,12,15,3,3,0.4,0.4
2025-04-01T0400,3181A,106.7768,31.8526,巴中市,市五中,,34,34,30,23,18,16,,,,13,16,4,5,0.5,0.6
2025-04-01T0400,3183A,106.7418,31.8654,巴中市,圣泉水务公司,,32,27,26,22,18,7,,,,29,26,7,7,0.6,0.6
2025-04-01T0400,3616A,106.7616,31.8344,巴中市,市中心医院,,43,36,27,30,20,13,,,,17,14,5,6,0.5,0.5
2025-04-01T0400,2235A,122.7911,45.6077,白城市,洮北区环保局,,29,29,35,15,32,63,,,,8,12,6,6,0.6,0.6
2025-04-01T0400,2236A,122.8738,45.5725,白城市,市环保局,,22,,25,15,18,34,,,,28,14,2,6,0.5,0.5
2025-04-01T0400,2231A,126.4219,41.9171,白山市,喜丰,颗粒物(PM10),67,84,60,44,25,68,,,,28,20,6,8,1.0,1
2025-04-01T0400,2232A,126.4077,41.9419,白山市,环保局,颗粒物(PM10),57,63,59,31,22,54,,,,19,20,21,19,0.8,0.7
2025-04-01T0400,2647A,104.1724,36.5446,白银市,第三小学,颗粒物(PM10),196,341,135,90,39,86,,,,6,13,9,9,0.4,0.5
2025-04-01T0400,2648A,104.1465,36.5482,白银市,动力公司,颗粒物(PM10),157,263,128,82,40,68,,,,14,12,2,3,0.4,0.4
2025-04-01T0400,2512A,106.6103,23.9011,百色市,市监测站,,30,30,29,19,16,32,,,,17,13,9,9,0.6,0.5
2025-04-01T0400,2513A,106.6538,23.8859,百色市,市中心血站,,46,43,34,32,26,21,,,,30,14,13,12,0.7,0.6
2025-04-01T0400,3406A,106.6085,23.8798,百色市,祈福高中,,31,31,35,14,14,23,,,,24,18,5,6,0.5,0.5
2025-04-01T0400,2270A,117.396,32.939,蚌埠市,工人疗养院,,44,44,56,20,28,90,,,,13,17,6,5,0.4,0.5
2025-04-01T0400,2271A,117.3605,32.9427,蚌埠市,百货大楼,颗粒物(PM10),54,57,57,32,27,77,,,,30,24,10,7,0.5,0.5
2025-04-01T0400,2273A,117.4185,32.8911,蚌埠市,蚌埠学院,,44,44,50,18,25,86,,,,15,18,5,4,0.4,0.5
2025-04-01T0400,2274A,117.3533,32.9673,蚌埠市,淮上区政府,颗粒物(PM10),52,53,55,33,30,84,,,,22,17,9,6,0.4,0.3
2025-04-01T0400,2275A,117.3145,32.8977,蚌埠市,高新区,,41,41,55,25,29,79,,,,15,17,6,6,0.4,0.4
2025-04-01T0400,3715A,117.3092,32.9314,蚌埠市,蚌埠田家炳中学,颗粒物(PM10),52,53,67,25,29,81,,,,24,26,20,14,0.4,0.4
2025-04-01T0400,1585A,109.8756,40.6532,包头市,市环境监测站,,18,18,50,9,15,47,,,,27,29,10,13,0.5,0.6
2025-04-01T0400,1587A,109.9991,40.5842,包头市,包头八中,,44,44,51,27,24,9,,,,65,39,17,16,0.7,0.8
2025-04-01T0400,1588A,109.8538,40.6821,包头市,青山宾馆,,20,20,39,11,16,43,,,,24,26,8,11,0.5,0.6
2025-04-01T0400,1589A,109.8642,40.6288,包头市,惠龙物流,,34,34,45,18,19,22,,,,58,32,39,16,1.1,0.9
2025-04-01T0400,1590A,110.0377,40.5546,包头市,东河鸿龙湾,,49,49,45,16,13,20,,,,50,26,29,14,0.9,0.7
2025-04-01T0400,3283A,109.9154,40.5685,包头市,滨河大厦,,50,50,41,23,19,46,,,,26,25,20,20,0.6,0.7
2025-04-01T0400,3419A,109.9447,40.6261,包头市,包头市委党校,,39,39,47,8,13,22,,,,56,31,8,12,0.8,0.8
2025-04-01T0400,3683A,109.8331,40.6576,包头市,昆区政府,,23,20,44,16,19,50,,,,27,27,8,12,0.5,0.7
2025-04-01T0400,1930A,107.185,34.3063,宝鸡市,庙沟村,颗粒物(PM10),58,65,77,23,28,85,,,,12,14,6,7,0.3,0.3
2025-04-01T0400,1931A,107.0708,34.3017,宝鸡市,竹园沟,,,,,,,,,,,,,,,,
2025-04-01T0400,1932A,107.1906,34.3672,宝鸡市,三陆医院,颗粒物(PM10),55,60,85,25,36,45,,,,25,28,6,7,0.6,0.6
2025-04-01T0400,1933A,107.1431,34.3547,宝鸡市,监测站,颗粒物(PM10),60,70,96,30,35,47,,,,14,24,8,9,0.4,0.6
2025-04-01T0400,1934A,107.1186,34.3739,宝鸡市,技工学校,,39,38,81,27,35,59,,,,7,17,6,8,0.5,0.5
2025-04-01T0400,1935A,107.3906,34.3528,宝鸡市,陈仓区环保局家属楼,颗粒物(PM10),64,77,89,33,38,52,,,,30,28,68,45,0.6,0.6
2025-04-01T0400,1936A,107.2058,34.3497,宝鸡市,文理学院,颗粒物(PM10),64,78,84,25,33,50,,,,21,23,7,7,0.4,0.5
2025-04-01T0400,1937A,107.2386,34.3622,宝鸡市,三迪小学,颗粒物(PM10),55,60,91,31,43,39,,,,33,33,7,7,0.6,0.6
2025-04-01T0400,1051A,115.493,38.8632,保定市,游泳馆,颗粒物(PM10),80,110,82,55,38,61,,,,29,32,5,5,0.5,0.5
2025-04-01T0400,1052A,115.5213,38.8959,保定市,华电二区,细颗粒物(PM2.5),78,93,63,57,32,66,,,,18,19,2,4,0.5,0.4
2025-04-01T0400,1053A,115.4713,38.9108,保定市,接待中心,细颗粒物(PM2.5),83,98,73,61,44,52,,,,25,22,6,6,0.6,0.5
2025-04-01T0400,1054A,115.4612,38.8416,保定市,地表水厂,颗粒物(PM10),83,116,90,54,42,64,,,,27,30,5,5,0.8,0.5
2025-04-01T0400,3581A,115.31981,38.95208,保定市,满城区生态环境分局,颗粒物(PM10),76,102,79,31,38,48,,,,30,27,4,4,0.6,0.4
2025-04-01T0400,3582A,115.47694,38.76408,保定市,清苑区第二中学,颗粒物(PM10),79,107,85,46,33,59,,,,27,27,4,6,0.4,0.4
2025-04-01T0400,3583A,115.62909,39.02311,保定市,徐水物探局,颗粒物(PM10),81,112,85,48,33,54,,,,31,32,7,7,0.3,0.2
2025-04-01T0400,4004A,115.4202,38.8656,保定市,双鹰农机,颗粒物(PM10),78,105,73,49,35,40,,,,51,34,6,7,0.5,0.5
2025-04-01T0400,4034A,115.5150,38.8590,保定市,植保所站,颗粒物(PM10),78,105,76,56,43,65,,,,20,22,6,4,0.4,0.4
2025-04-01T0400,2594A,99.1678,25.1081,保山市,市环境监测站,细颗粒物(PM2.5),88,90,103,65,71,138,,,,10,15,7,6,0.6,0.7
