timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2025-05-19T0000,2566A,102.1879,31.914,阿坝藏族羌族自治州,州农科所,,19,19,20,9,9,57,,90,78,4,7,11,11,0.7,0.7
2025-05-19T0000,2568A,102.2502,31.8896,阿坝藏族羌族自治州,马师校,,30,28,21,21,17,21,,96,71,22,9,4,4,0.5,0.5
2025-05-19T0000,3994A,102.2165,31.9024,阿坝藏族羌族自治州,马尔康中学西区,,40,,22,28,18,50,,100,84,3,6,4,4,0.8,0.8
2025-05-19T0000,2695A,80.292,41.1694,阿克苏地区,电视台,颗粒物(PM10),148,245,212,59,62,120,,129,120,12,23,8,6,0.2,0.3
2025-05-19T0000,2696A,80.2613,41.1551,阿克苏地区,艺术中心,颗粒物(PM10),154,258,216,49,63,108,,119,103,9,18,4,4,0.2,0.3
2025-05-19T0000,2204A,105.6467,38.8363,阿拉善盟,西城区西花园,,50,48,78,35,34,89,,120,95,12,14,18,6,0.7,0.8
2025-05-19T0000,2205A,105.6985,38.8411,阿拉善盟,蒙二幼,颗粒物(PM10),52,53,85,20,33,77,,103,85,6,8,8,8,0.4,0.5
2025-05-19T0000,2206A,105.724,38.8516,阿拉善盟,环保局新楼,,48,48,81,21,36,95,,112,102,2,4,10,9,0.4,0.4
2025-05-19T0000,2708A,88.1264,47.8517,阿勒泰地区,市站,颗粒物(PM10),85,119,99,14,17,107,,111,110,2,4,2,2,0.3,0.2
2025-05-19T0000,2630A,80.1161,32.5,阿里地区,阿里监测站,,42,14,11,7,8,132,,130,130,4,4,8,7,0.4,0.4
2025-05-19T0000,3192A,80.0903,32.5028,阿里地区,阿里藏医院,,45,21,23,11,8,142,,137,137,2,4,7,6,0.4,0.4
2025-05-19T0000,2642A,109.0318,32.6537,安康市,香溪洞,颗粒物(PM10),61,71,54,29,20,91,,125,114,9,6,9,8,0.2,0.1
2025-05-19T0000,2644A,109.0072,32.6975,安康市,汉滨区检察院,颗粒物(PM10),61,72,57,27,24,66,,134,95,11,10,8,10,0.4,0.4
2025-05-19T0000,4054A,109.0325,32.6913,安康市,市邮政管理局,颗粒物(PM10),69,87,64,36,29,49,,116,72,16,12,9,8,0.5,0.4
2025-05-19T0000,2291A,117.0809,30.5177,安庆市,环科院,细颗粒物(PM2.5),100,113,158,75,51,63,,163,131,46,16,6,5,1.1,0.7
2025-05-19T0000,2292A,117.0331,30.5119,安庆市,马山宾馆,细颗粒物(PM2.5),160,146,146,122,53,59,,157,129,62,22,8,7,1.4,0.8
2025-05-19T0000,2294A,116.9896,30.6145,安庆市,安庆大学,细颗粒物(PM2.5),109,112,151,82,51,52,,150,113,50,20,5,6,0.8,0.4
2025-05-19T0000,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),119,128,156,90,50,111,,177,155,26,17,11,10,1.0,0.6
2025-05-19T0000,3122A,105.9606,26.2611,安顺市,伍家关,细颗粒物(PM2.5),80,103,41,59,28,40,,116,91,30,12,10,7,0.7,0.5
2025-05-19T0000,3123A,105.9408,26.2431,安顺市,凤凰山,细颗粒物(PM2.5),104,79,45,78,40,72,,112,98,19,10,9,12,0.9,0.7
2025-05-19T0000,3124A,105.9439,26.2564,安顺市,金钟山,细颗粒物(PM2.5),117,,44,88,39,58,,108,93,20,8,7,7,0.6,0.5
2025-05-19T0000,3125A,105.8983,26.2481,安顺市,娄家坡,细颗粒物(PM2.5),105,83,43,79,40,70,,111,102,12,7,14,11,0.7,0.6
2025-05-19T0000,1818A,114.4839,36.0621,安阳市,棉研所,,,,,,,,,,,,,,,,
2025-05-19T0000,1819A,114.3551,36.1017,安阳市,红庙街,颗粒物(PM10),97,144,108,36,32,107,,164,146,9,8,5,5,0.7,0.5
2025-05-19T0000,1820A,114.361,36.0681,安阳市,银杏小区,颗粒物(PM10),96,142,103,51,39,99,,159,138,18,14,6,5,0.4,0.2
2025-05-19T0000,3141A,114.3922,36.0878,安阳市,信访局,颗粒物(PM10),102,153,121,33,22,123,,169,154,19,12,6,5,0.6,0.4
