timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2024-11-26T2200,2566A,102.1879,31.914,阿坝藏族羌族自治州,州农科所,,37,37,38,8,12,29,,56,44,22,11,8,9,0.7,0.4
2024-11-26T2200,2568A,102.2502,31.8896,阿坝藏族羌族自治州,马师校,,,38,33,27,16,18,,62,40,,17,4,4,0.4,0.4
2024-11-26T2200,3994A,102.2165,31.9024,阿坝藏族羌族自治州,马尔康中学西区,,40,40,37,25,14,27,,63,47,28,13,5,4,0.5,0.4
2024-11-26T2200,2695A,80.292,41.1694,阿克苏地区,电视台,颗粒物(PM10),119,188,98,66,44,13,,76,66,76,33,4,4,1.2,0.7
2024-11-26T2200,2696A,80.2613,41.1551,阿克苏地区,艺术中心,颗粒物(PM10),107,163,100,48,43,11,,74,61,85,36,4,4,1.1,0.9
2024-11-26T2200,2204A,105.6467,38.8363,阿拉善盟,西城区西花园,颗粒物(PM10),85,119,71,38,20,80,,86,84,8,10,8,8,0.6,0.6
2024-11-26T2200,2205A,105.6985,38.8411,阿拉善盟,蒙二幼,颗粒物(PM10),88,126,77,36,13,78,,81,79,6,8,2,2,0.4,0.5
2024-11-26T2200,2206A,105.724,38.8516,阿拉善盟,环保局新楼,颗粒物(PM10),99,148,67,36,13,82,,82,82,4,5,7,7,0.4,0.6
2024-11-26T2200,2708A,88.1264,47.8517,阿勒泰地区,市站,,22,19,12,14,7,19,,57,42,44,22,7,8,0.5,0.4
2024-11-26T2200,2630A,80.1161,32.5,阿里地区,阿里监测站,,23,20,11,11,6,40,,87,82,46,9,17,8,1.0,0.6
2024-11-26T2200,3192A,80.0903,32.5028,阿里地区,阿里藏医院,,23,11,13,3,8,73,,88,87,8,12,8,10,0.6,0.7
2024-11-26T2200,2642A,109.0318,32.6537,安康市,香溪洞,,49,49,36,26,16,8,,28,18,29,14,9,9,0.4,0.3
