timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2022-07-31T21:00:00,1001A,116.3621,39.8784,北京市,万寿西宫,,48,48,42,32,22,154,123,148,142,15,19,3,3,0.6,0.6
2022-07-31T21:00:00,1002A,116.2202,40.2915,北京市,定陵(对照点),颗粒物(PM10),51,52,37,23,21,192,101,175,166,7,10,3,3,0.5,0.5
2022-07-31T21:00:00,1003A,116.4174,39.9289,北京市,东四,,49,42,38,28,23,181,155,176,172,16,19,1,1,0.4,0.4
2022-07-31T21:00:00,1004A,116.4072,39.8863,北京市,天坛,,42,42,39,29,24,143,115,136,132,14,18,3,3,0.4,0.4
2022-07-31T21:00:00,1005A,116.462,39.9365,北京市,农展馆,颗粒物(PM10),54,58,40,29,23,168,138,160,158,19,23,3,3,0.5,0.4
2022-07-31T21:00:00,1006A,116.3392,39.9295,北京市,官园,细颗粒物(PM2.5),52,45,38,36,27,179,146,174,170,17,21,2,2,0.4,0.4
2022-07-31T21:00:00,1007A,116.2878,39.9611,北京市,海淀万柳,颗粒物(PM10),51,52,42,31,27,165,134,155,151,26,27,3,3,0.5,0.5
2022-07-31T21:00:00,1008A,116.6636,40.135,北京市,顺义新城,细颗粒物(PM2.5),65,71,44,47,27,137,115,127,126,9,9,3,3,0.5,0.5
2022-07-31T21:00:00,1009A,116.6275,40.3275,北京市,怀柔镇,,50,50,38,34,25,174,119,159,155,19,16,3,3,0.5,0.5
2022-07-31T21:00:00,1010A,116.2296,40.217,北京市,昌平镇,颗粒物(PM10),52,53,46,30,26,190,108,172,165,19,15,3,3,0.5,0.5
2022-07-31T21:00:00,1011A,116.3966,39.9821,北京市,奥体中心,颗粒物(PM10),53,55,51,36,27,155,137,145,145,17,20,3,3,0.5,0.5
2022-07-31T21:00:00,1012A,116.184,39.9136,北京市,古城,细颗粒物(PM2.5),53,39,44,37,31,163,123,155,154,22,22,3,3,0.5,0.5
2022-07-31T21:00:00,1015A,117.1444,39.1661,天津市,勤俭道,,28,28,30,17,20,146,71,127,116,12,19,9,9,0.6,0.7
2022-07-31T21:00:00,1017A,117.237,39.1082,天津市,大直沽八号路,,34,34,29,23,20,123,57,104,95,14,19,8,8,0.3,0.5
2022-07-31T21:00:00,1018A,117.202,39.0927,天津市,前进道,,30,30,31,20,18,133,61,113,108,14,18,5,6,0.6,0.7
2022-07-31T21:00:00,1019A,117.1837,39.2133,天津市,淮河道,,32,32,37,17,21,156,64,135,123,19,23,6,7,1.1,0.8
2022-07-31T21:00:00,1021A,117.307,39.0877,天津市,跃进路,,23,23,33,14,18,144,69,113,108,12,22,6,7,0.3,0.6
2022-07-31T21:00:00,1023A,117.707,39.0343,天津市,第四大街,,49,49,30,24,18,93,25,70,61,47,29,5,5,0.6,0.6
2022-07-31T21:00:00,1024A,117.457,38.8394,天津市,永明路,,29,28,25,20,18,121,70,100,94,10,8,5,6,0.5,0.5
2022-07-31T21:00:00,1026A,117.764,39.1587,天津市,汉北路,,39,31,22,27,16,120,72,101,94,12,8,6,6,0.6,0.7
2022-07-31T21:00:00,1027A,117.157,38.9194,天津市,团泊洼(对照点),,25,25,27,15,17,124,63,115,99,9,17,4,4,0.7,0.8
2022-07-31T21:00:00,1029A,114.4422,38.0444,石家庄市,职工医院,细颗粒物(PM2.5),55,45,55,39,37,201,138,184,174,12,31,5,6,0.5,0.6
2022-07-31T21:00:00,1030A,114.6063,38.0266,石家庄市,高新区,颗粒物(PM10),64,77,62,38,35,181,126,172,164,22,27,5,5,0.7,0.6
2022-07-31T21:00:00,1031A,114.4898,38.1328,石家庄市,西北水源,细颗粒物(PM2.5),60,67,62,43,36,200,128,179,172,24,26,3,3,0.6,0.6
2022-07-31T21:00:00,1032A,114.4586,38.0058,石家庄市,西南高教,颗粒物(PM10),62,73,55,30,31,185,104,170,155,40,34,3,2,0.7,0.8
2022-07-31T21:00:00,1033A,114.5331,38.0178,石家庄市,世纪公园,,,60,58,42,37,173,,165,164,12,17,4,4,0.5,0.6
2022-07-31T21:00:00,1034A,114.509,38.0457,石家庄市,人民会堂,,50,50,52,34,31,190,144,180,173,14,25,5,5,0.8,0.8
2022-07-31T21:00:00,1035A,114.3524,37.8911,石家庄市,封龙山(对照点),颗粒物(PM10),64,77,47,24,33,164,155,150,150,13,10,5,5,0.7,0.8
2022-07-31T21:00:00,1037A,118.131,39.6363,唐山市,雷达站,,39,39,42,19,21,133,65,113,108,12,14,1,2,0.6,0.6
2022-07-31T21:00:00,1038A,118.1725,39.6334,唐山市,物资局,,,,,,,,,,,,,,,,
2022-07-31T21:00:00,1040A,118.1705,39.6506,唐山市,十二中,,28,28,36,19,21,128,66,106,100,14,21,2,4,0.5,0.7
2022-07-31T21:00:00,1041A,118.1869,39.622,唐山市,小山,,38,38,32,18,17,126,50,103,95,28,23,3,4,0.4,0.6
2022-07-31T21:00:00,1042A,119.5134,39.8207,秦皇岛市,北戴河环保局,,30,27,26,7,5,100,96,92,92,2,10,3,2,0.3,0.2
2022-07-31T21:00:00,1043A,119.7493,40.0116,秦皇岛市,第一关,,25,25,20,12,9,92,65,83,83,6,17,5,5,0.5,0.4
2022-07-31T21:00:00,1044A,119.5897,39.9499,秦皇岛市,监测站,,26,26,20,16,11,90,75,80,80,5,16,5,8,0.1,0.1
2022-07-31T21:00:00,1046A,119.5251,39.9041,秦皇岛市,建设大厦,,22,20,20,11,7,94,69,83,82,2,18,1,3,0.1,0.1
2022-07-31T21:00:00,1047A,114.5129,36.61763,邯郸市,环保局,,,,,,,,,,,,,,,,
2022-07-31T21:00:00,1048A,114.5302,36.6116,邯郸市,东污水处理厂,,38,38,46,26,30,147,80,140,123,18,12,4,4,0.9,0.9
2022-07-31T21:00:00,1049A,114.4918,36.5713,邯郸市,矿院,,43,43,45,16,22,143,97,139,128,13,13,7,7,0.7,0.8
2022-07-31T21:00:00,1050A,114.484,36.6133,邯郸市,丛台公园,,50,50,59,17,27,145,103,138,128,9,13,4,4,0.5,0.6
2022-07-31T21:00:00,1051A,115.493,38.8632,保定市,游泳馆,,,53,52,39,37,170,128,158,155,21,18,1,3,,0.4
