timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-01-16T1300,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,19,12,29,6,21,60,,33,33,10,15,4,4,0.5,0.6
2026-01-16T1300,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,19,13,19,3,15,60,,40,40,6,14,5,6,0.4,0.5
2026-01-16T1300,2695A,80.2899,41.1684,阿克苏地区,电视台,,,137,111,58,53,,,64,38,43,31,3,4,1.2,1.1
2026-01-16T1300,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),134,141,115,102,65,54,,72,44,30,26,5,6,1.0,0.8
2026-01-16T1300,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,48,48,70,15,20,78,,75,63,8,11,12,10,0.5,0.5
2026-01-16T1300,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),52,53,65,18,20,67,,77,65,11,8,11,9,0.6,0.5
2026-01-16T1300,2708A,88.1266,47.8515,阿勒泰地区,市站,,22,16,30,3,19,70,,64,60,17,27,4,7,0.4,0.6
2026-01-16T1300,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,23,22,31,16,21,62,,68,58,20,28,9,9,0.5,0.6
2026-01-16T1300,2630A,80.1171,32.4999,阿里地区,阿里监测站,,19,6,4,3,3,59,,50,50,7,14,8,8,0.4,0.6
2026-01-16T1300,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,20,18,16,10,9,62,,52,48,12,11,19,15,0.8,0.7
2026-01-16T1300,2644A,109.0088,32.6974,安康市,汉滨区检察院,"颗粒物(PM10),细颗粒物(PM2.5)",60,70,71,43,50,63,,19,19,14,28,6,5,0.7,0.8
2026-01-16T1300,4054A,109.0324,32.6913,安康市,市邮政管理局,细颗粒物(PM2.5),73,88,90,53,59,53,,15,15,18,37,7,7,0.7,1.1
2026-01-16T1300,2291A,117.0806,30.5181,安庆市,环科院,细颗粒物(PM2.5),133,131,112,101,84,88,,23,23,48,72,15,9,0.9,0.9
2026-01-16T1300,2292A,117.0331,30.5118,安庆市,马山宾馆,细颗粒物(PM2.5),114,124,113,86,88,112,,35,35,36,72,16,10,1.0,1.1
2026-01-16T1300,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),95,106,100,71,71,120,,38,38,29,49,12,8,0.7,0.7
2026-01-16T1300,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),142,150,118,108,85,96,,21,21,,76,,12,0.8,1
2026-01-16T1300,3123A,105.9408,26.2431,安顺市,凤凰山,细颗粒物(PM2.5),65,57,56,47,46,86,,80,69,17,18,18,18,0.6,0.6
2026-01-16T1300,3124A,105.9443,26.2567,安顺市,金钟山,细颗粒物(PM2.5),60,52,54,43,47,86,,75,66,11,13,14,18,0.5,0.6
2026-01-16T1300,3125A,105.8983,26.248,安顺市,娄家坡,细颗粒物(PM2.5),67,55,55,48,46,83,,76,69,13,12,12,11,0.6,0.7
2026-01-16T1300,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),162,157,155,123,85,45,,18,18,27,44,2,4,0.9,0.8
2026-01-16T1300,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),150,176,156,115,90,48,,18,18,24,43,3,5,1.0,0.9
2026-01-16T1300,3141A,114.3921,36.0879,安阳市,信访局,细颗粒物(PM2.5),144,162,155,110,91,51,,19,19,22,33,4,6,1.0,0.9
2026-01-16T1300,3669A,114.4706,36.0634,安阳市,左辅环卫站,细颗粒物(PM2.5),158,182,169,120,96,45,,22,22,2,30,3,5,0.9,0.7
2026-01-16T1300,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),142,194,176,108,86,46,,18,18,23,43,4,5,1.1,0.8
2026-01-16T1300,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),59,56,66,42,52,48,,30,30,27,35,11,10,0.9,1
2026-01-16T1300,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),58,54,67,41,52,55,,35,35,24,33,15,15,0.9,1.1
2026-01-16T1300,1750A,123.0483,41.1445,鞍山市,太平,细颗粒物(PM2.5),57,62,68,40,49,48,,34,34,26,34,14,12,0.8,0.9
2026-01-16T1300,1751A,122.964,41.0968,鞍山市,铁西三道街,细颗粒物(PM2.5),62,68,74,44,55,41,,24,24,35,46,32,24,2.0,1.4
2026-01-16T1300,1753A,123.0219,41.0822,鞍山市,明达新区,细颗粒物(PM2.5),57,54,64,40,52,49,,27,27,23,31,15,13,0.5,0.7
2026-01-16T1300,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,细颗粒物(PM2.5),77,86,80,56,59,44,,19,19,30,46,24,26,1.3,1.7
2026-01-16T1300,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,30,30,51,10,22,50,,48,44,9,7,9,5,0.4,0.4
