timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2023-01-31T07:00:00,1001A,116.3621,39.8784,北京市,万寿西宫,细颗粒物(PM2.5),70,88,96,51,50,58,6,2,2,66,60,2,4,0.7,0.7
2023-01-31T07:00:00,1002A,116.2202,40.2915,北京市,定陵,,,,,,,,,,,,,,,,
2023-01-31T07:00:00,1003A,116.4174,39.9289,北京市,东四,颗粒物(PM10),73,95,106,49,51,50,14,6,6,50,54,5,6,0.7,0.9
2023-01-31T07:00:00,1004A,116.4072,39.8863,北京市,天坛,细颗粒物(PM2.5),69,76,92,50,52,55,3,3,3,62,58,3,3,0.8,0.8
2023-01-31T07:00:00,1005A,116.462,39.9365,北京市,农展馆,"颗粒物(PM10),细颗粒物(PM2.5)",73,96,100,53,52,59,2,3,2,71,61,2,5,0.8,0.7
2023-01-31T07:00:00,1006A,116.3392,39.9295,北京市,官园,颗粒物(PM10),72,93,91,50,47,66,2,4,2,68,56,6,6,0.8,0.7
2023-01-31T07:00:00,1007A,116.2878,39.9611,北京市,海淀万柳,颗粒物(PM10),67,84,90,44,46,46,1,1,1,68,60,3,3,0.7,0.6
2023-01-31T07:00:00,1008A,116.6636,40.135,北京市,顺义新城,细颗粒物(PM2.5),69,85,89,50,48,80,42,28,28,29,36,4,6,0.6,0.6
2023-01-31T07:00:00,1009A,116.6275,40.3275,北京市,怀柔镇,颗粒物(PM10),66,82,82,40,37,68,13,34,27,44,29,3,4,0.5,0.5
2023-01-31T07:00:00,1010A,116.2296,40.217,北京市,昌平镇,颗粒物(PM10),63,75,68,40,31,56,0,29,9,55,35,3,4,0.7,0.6
2023-01-31T07:00:00,1011A,116.3966,39.9821,北京市,奥体中心,颗粒物(PM10),71,92,90,51,46,50,1,4,3,63,55,3,3,0.7,0.7
2023-01-31T07:00:00,1012A,116.184,39.9136,北京市,古城,颗粒物(PM10),69,87,84,42,37,62,3,12,7,54,44,3,3,0.8,0.7
2023-01-31T07:00:00,1015A,117.1444,39.1661,天津市,勤俭道,细颗粒物(PM2.5),212,217,157,162,103,91,3,13,4,98,67,17,17,1.5,1.2
2023-01-31T07:00:00,1017A,117.237,39.1082,天津市,大直沽八号路,细颗粒物(PM2.5),160,175,154,122,93,90,4,4,3,86,67,9,15,1.7,1.2
2023-01-31T07:00:00,1018A,117.202,39.0927,天津市,前进道,细颗粒物(PM2.5),145,152,132,111,87,94,6,9,7,92,69,10,12,1.2,0.9
2023-01-31T07:00:00,1019A,117.1837,39.2133,天津市,淮河道,细颗粒物(PM2.5),173,229,200,131,109,86,6,10,7,90,74,14,17,1.3,1.2
2023-01-31T07:00:00,1021A,117.307,39.0877,天津市,跃进路,细颗粒物(PM2.5),169,175,155,128,98,91,3,3,3,75,65,10,16,1.8,1.4
